query	reference	CosineHungarian_0.1_0.0_1.0_scores	CosineHungarian_0.1_0.0_1.0_matches
1,2-Benzanthraquinone	Perylene_2H12	0.030518712148355987	3
Tebuthiuron	Perylene_2H12	0.0041821200115292004	1
Pyraclostrobin	Perylene_2H12	0.017182916042631977	1
Octrizole	Perylene_2H12	0.0066627209143922785	2
2,4-Di-tert-butyl-6-(5-chloro-2H-benzotriazol-2-yl)phenol	Perylene_2H12	0.007204457302352158	1
4,4'-Dichlorodiphenyldichloroethane	Perylene_2H12	0.0024264489696718067	1
Carbetamide	Perylene_2H12	0.010867945182603542	1
Mepronil	Perylene_2H12	0.0059465250641168475	1
2,4,4'-Trichlorobiphenyl	Perylene_2H12	0.0026025157108604193	1
Pendimethalin	Perylene_2H12	0.0016873461974022362	1
Mepanipyrim	Perylene_2H12	0.032933857518100386	3
2,2',5-Trichlorobiphenyl	Perylene_2H12	0.00482220757441467	1
Transfluthrin	Perylene_2H12	0.0035299731398889585	1
Fenobucarb	Perylene_2H12	0.02648260049415319	1
Promecarb	Perylene_2H12	0.028131352252647283	1
Pyridaben	Perylene_2H12	0.056039580477506575	2
Carboxin	Perylene_2H12	0.0018955893874403878	1
Ethiofencarb	Perylene_2H12	0.013787476117966175	1
Methoxychlor	Perylene_2H12	0.0239285503520515	1
Picoxystrobin	Perylene_2H12	0.0196285335626376	1
2,4,6-Trichlorobiphenyl	Perylene_2H12	0.003242530866464863	1
Bisphenol A	Perylene_2H12	0.0033829311343466094	1
Aminocarb	Perylene_2H12	0.00972070661284937	1
2,4'-Dichlorodiphenyldichloroethane	Perylene_2H12	0.003055827927792378	1
Siduron	Perylene_2H12	0.026283629483522142	1
Monolinuron	Perylene_2H12	0.008719675656469441	1
Tetraconazole	Perylene_2H12	0.01176439638750475	1
Fenarimol	Perylene_2H12	0.003814692218558141	1
Trifloxystrobin	Perylene_2H12	0.031445831851770016	2
Thiobencarb	Perylene_2H12	0.006074294598128973	2
Amitraz	Perylene_2H12	0.040476895892150554	1
Paclobutrazol	Perylene_2H12	0.004840689248812776	1
Fenpropimorph	Perylene_2H12	0.03802195326178567	2
Dimethachlor	Perylene_2H12	0.001972944265331471	1
Dioxacarb	Perylene_2H12	0.01243443893809759	1
Lilial	Perylene_2H12	0.014478682981304598	1
Metazachlor	Perylene_2H12	0.008514957213981905	1
4,4'-Dichlorodiphenyldichloroethylene	Perylene_2H12	0.0012792317251166477	1
Cyproconazole	Perylene_2H12	0.005154190854982463	1
Dicofol	Perylene_2H12	0.001077647202843856	1
2,4',5-Trichlorobiphenyl	Perylene_2H12	0.0040237766877449805	1
Indoxacarb	Perylene_2H12	0.0023246356873349535	1
Azoxystrobin	Perylene_2H12	0.005179642318027787	1
Penconazole	Perylene_2H12	0.007305605354037769	1
Metolachlor	Perylene_2H12	0.007767630995900818	1
Triclosan	Perylene_2H12	0.008286457545856813	1
2,3-Dichlorobiphenyl	Perylene_2H12	0.009536830382667632	1
Methiocarb	Perylene_2H12	0.01231737952935445	1
Mexacarbate	Perylene_2H12	0.01346310374335725	2
2,4'-Dichlorodiphenyldichloroethylene	Perylene_2H12	0.0024683027986040786	1
Tefluthrin	Perylene_2H12	0.003093818978184134	1
Pyrimethanil	Perylene_2H12	0.0062683353816965146	1
Propargite	Perylene_2H12	0.013225024629057978	2
Tebufenpyrad	Perylene_2H12	0.038708474868534494	2
Bendiocarb	Perylene_2H12	0.01619234227383389	1
Safrole	Perylene_2H12	0.009011341311249683	1
Galaxolide	Perylene_2H12	0.024394429161658803	2
Vamidothion	Perylene_2H12	0.014352202677515736	2
alpha-Amylcinnamaldehyde	Perylene_2H12	0.006036624801817613	1
alpha-Amylcinnamyl alcohol	Perylene_2H12	0.005603203700746136	1
Ethofumesate	Perylene_2H12	0.042739510636851163	1
cis-Cyfluthrin_isomer2	Perylene_2H12	0.006463186187993423	2
trans-Cyfluthrin_Isomer2	Perylene_2H12	0.0034065539228741036	1
trans-Cyfluthrin_isomer1	Perylene_2H12	0.0035537288882730106	1
cis-Prallethrin	Perylene_2H12	0.006323298927512439	1
lambda-Cyhalothrin	Perylene_2H12	0.0037918422182795304	1
Traseolide	Perylene_2H12	0.02169646481655988	2
Phosmet	Perylene_2H12	0.019145217674131753	1
1-Nitronaphthalene	Perylene_2H12	0.003628262608228247	1
Terbufos	Perylene_2H12	0.011931936247950865	1
Monocrotophos	Perylene_2H12	0.017541907746935956	2
Tris(4-tert-butylphenyl) phosphate	Perylene_2H12	0.005789213905758973	1
Tri-m-cresyl phosphate	Perylene_2H12	0.005552812446913708	1
Tri-n-butyl-phosphate	Perylene_2H12	0.02085100926441037	1
Dicrotophos	Perylene_2H12	0.013935222049932914	1
7,12-Dimethylbenz[a]anthracene	Perylene_2H12	0.044266371717089435	2
1,4-Chrysenequinone	Perylene_2H12	0.02849917552157481	3
Triadimenol	Perylene_2H12	0.016118673571373206	1
Triadimefon	Perylene_2H12	0.0044319860180067885	1
Kresoxim-methyl	Perylene_2H12	0.028405163429365676	2
Testosterone	Perylene_2H12	0.03031195679318562	1
Tonalide	Perylene_2H12	0.0203175230583184	4
Ametryn	Perylene_2H12	0.026359768976542026	1
epsilon-Hexachlorocyclohexane	Perylene	0.004305829378884347	1
1,2-Benzanthraquinone	Perylene	0.0055754976344344264	1
Octrizole	Perylene	0.4210584682206491	2
4,4'-Dichlorodiphenyldichloroethane	Perylene	0.011886450814601558	1
Difenoconazole	Perylene	0.0061461918876050325	1
Pendimethalin	Perylene	0.1640261135325347	1
Mepanipyrim	Perylene	0.008322644572115732	2
2,2',5,5'-Tetrachlorobiphenyl	Perylene	0.0013982110659043496	1
Etoxazole	Perylene	0.004572026891927534	1
