query	reference	CosineHungarian_0.01_0.0_1.0_scores	CosineHungarian_0.01_0.0_1.0_matches
Pendimethalin	Perylene_2H12	0.0061001328012970585	2
Furalaxyl	Perylene_2H12	0.004655232567424993	2
Spirotetramat	Perylene_2H12	0.0006231770926285517	1
Fenobucarb	Perylene_2H12	0.003156409430426897	1
Promecarb	Perylene_2H12	0.0027572056084852786	1
Pyridaben	Perylene_2H12	0.06034270505010713	3
Carboxin	Perylene_2H12	0.0011216154318092887	1
Myclobutanil	Perylene_2H12	0.0027770493278495107	1
Picoxystrobin	Perylene_2H12	0.002458387811819474	1
Aminocarb	Perylene_2H12	0.0015312678986188822	1
Iprovalicarb	Perylene_2H12	0.008506088928386621	1
Trifloxystrobin	Perylene_2H12	0.017368164594997106	1
Isoprocarb	Perylene_2H12	0.0016053462369652874	1
Amitraz	Perylene_2H12	0.04652891641678332	3
Fenpropimorph	Perylene_2H12	0.0335181815930231	3
Dimethachlor	Perylene_2H12	0.013505036776298935	3
Dioxacarb	Perylene_2H12	0.0010560657013795058	1
Lilial	Perylene_2H12	0.01424772179722544	1
Metazachlor	Perylene_2H12	0.009984503109475263	2
Oxadixyl	Perylene_2H12	0.007367447522863981	1
Indoxacarb	Perylene_2H12	0.003346958651999323	1
Bifenazate	Perylene_2H12	0.00232938248532555	1
Metolachlor	Perylene_2H12	0.013254867786085357	2
Alachlor	Perylene_2H12	0.029692111156211377	4
Propargite	Perylene_2H12	0.008026247621285763	1
Tebufenpyrad	Perylene_2H12	0.04149963577814968	3
Bendiocarb	Perylene_2H12	0.0018150221051740154	1
Galaxolide	Perylene_2H12	0.00223360833892829	1
Methabenzthiazuron	Perylene_2H12	0.0004364136678971587	1
Thiofanox	Perylene_2H12	0.00341513868086481	1
Benalaxyl	Perylene_2H12	0.0018840608344499966	1
Fenamidone	Perylene_2H12	0.0056897883644062165	2
Metalaxyl	Perylene_2H12	0.006909688665774943	1
alpha-Amylcinnamaldehyde	Perylene_2H12	0.00588488008911808	1
alpha-Amylcinnamyl alcohol	Perylene_2H12	0.0054946277684609504	1
Cinnamyl alcohol	Perylene_2H12	0.002221558078386692	1
Fenazaquin	Perylene_2H12	0.023560802571583748	3
Mevinphos	Perylene_2H12	0.0021688327832083696	2
Spiromesifen	Perylene_2H12	0.005140241555700693	1
Celestolide	Perylene_2H12	0.005622745459210605	1
1,5-Dimethylnaphthalene	Perylene_2H12	0.0032160081426504516	1
Carbaryl	Perylene_2H12	0.0019377543998643889	2
